# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Mar 16 20:49:11 2026
#
# User preference: *
#
# CONSTRAINT:  where (discoverymethod like '%Transit%'
# CONSTRAINT:  and pl_orbper < 10
# CONSTRAINT:  and pl_rade > 8)
#
# COLUMN pl_name:        Planet Name
# COLUMN discoverymethod: Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
#
pl_name,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim
TOI-1259 A b,Transit,3.47797800000,0.00000190000,-0.00000170000,0,0.0407000000,0.0011400000,-0.0011000000,0,11.45557828,0.33626942,-0.30264248,0,140.16232749,15.57359194,-14.93793513,0,153.1389,,,0,963.00,21.00,-21.00,0,4775.00,100.00,-100.00,0,0.711000,0.020000,-0.019000,0,0.744000,0.064000,-0.059000,0,-0.5000,0.5000,-0.5000,0,4.605000,0.013000,-0.013000,0
NGTS-25 b,Transit,2.82309300000,0.00000330000,-0.00000330000,0,0.0388000000,0.0014000000,-0.0020000000,0,11.46678726,0.39231432,-0.58286700,0,203.09235207,18.43404761,-16.52707716,0,,,,,1101.00,15.00,-14.00,0,5321.00,58.00,-58.00,0,0.860000,0.020000,-0.050000,0,0.910000,0.030000,-0.040000,0,0.1200,0.0500,-0.0500,0,4.480000,0.140000,-0.140000,0
TOI-5882 b,Transit,7.14897200000,0.00001400000,-0.00001400000,0,0.0804000000,0.0011000000,-0.0013000000,0,11.46678726,0.50440413,-0.42594127,0,6995.40323807,193.87532827,-228.83645304,0,4792.5000,,,0,1515.00,50.00,-46.00,0,5920.00,210.00,-210.00,0,2.260000,0.072000,-0.052000,0,1.334000,0.055000,-0.065000,0,0.1800,0.1600,-0.1500,0,3.856000,0.018000,-0.030000,0
HATS-71 b,Transit,3.79552020000,0.00000100000,-0.00000100000,0,0.0374500000,0.0001500000,-0.0001500000,0,11.47801600,0.20176200,-0.20176200,0,117.59710000,76.27920000,-76.27920000,0,18.0832,,,0,586.80,2.30,-2.30,0,3405.00,10.00,-10.00,0,0.478300,0.006000,-0.006000,0,0.486100,0.006000,-0.006000,0,0.1700,0.0360,-0.0360,0,4.765300,0.006700,-0.006700,0
TOI-2384 b,Transit,2.13570304000,0.00000038000,-0.00000038000,0,0.0279300000,0.0002300000,-0.0002300000,0,11.48920522,0.23538859,-0.23538859,0,624.85064816,18.75187601,-18.75187601,0,104.3000,2.4000,-2.4000,0,889.70,5.00,-5.00,0,3943.00,14.00,-14.00,0,0.611300,0.008000,-0.008000,0,0.635000,0.016000,-0.016000,0,0.3320,0.0630,-0.0630,0,4.660000,0.013000,-0.013000,0
TOI-519 b,Transit,1.26523280000,0.00000050000,-0.00000050000,0,0.0159000000,0.0001000000,-0.0001000000,0,11.54525012,0.33626942,-0.33626942,0,147.15455244,26.06192937,-27.96889982,0,54.0000,4.0000,-4.0000,0,687.00,14.00,-14.00,0,3322.00,49.00,-49.00,0,0.350000,0.010000,-0.010000,0,0.335000,0.008000,-0.008000,0,0.2700,0.0900,-0.0900,0,4.870000,0.030000,-0.030000,0
KPS-1 b,Transit,1.70629100000,0.00005900000,-0.00005900000,0,0.0269000000,0.0010000000,-0.0010000000,0,11.54527000,1.45717000,-1.34508000,0,346.43470000,27.33338000,-27.65121000,0,729.0000,130.0000,-110.0000,0,1459.00,56.00,-56.00,0,5165.00,90.00,-90.00,0,0.907000,0.086000,-0.082000,0,0.892000,0.090000,-0.100000,0,0.2200,0.1300,-0.1300,0,4.470000,0.060000,-0.060000,0
WASP-91 b,Transit,2.79858100000,0.00000300000,-0.00000300000,0,0.0370000000,0.0010000000,-0.0010000000,0,11.54527000,0.44836000,-0.44836000,0,425.89220000,25.42640000,-25.42640000,0,332.5562,,,0,1160.00,30.00,-30.00,0,4920.00,80.00,-80.00,0,0.860000,0.030000,-0.030000,0,0.840000,0.070000,-0.070000,0,0.1900,0.1300,-0.1300,0,4.300000,0.200000,-0.200000,0
Wendelstein-1 b,Transit,2.66341600000,0.00000100000,-0.00000100000,0,0.0282000000,0.0015000000,-0.0015000000,0,11.56096260,0.06837490,-0.06837490,0,188.15536000,52.44195000,-41.00007000,0,113.6142,,,0,2198.00,,,1,4251.00,175.00,-175.00,0,0.610000,0.090000,-0.090000,0,0.650000,0.100000,-0.100000,0,,,,,4.548260,,,0
HATS-74 A b,Transit,1.73185606000,0.00000055000,-0.00000055000,0,0.0238400000,0.0001100000,-0.0001100000,0,11.56766808,0.23538859,-0.23538859,0,464.02947422,44.49597698,-44.49597698,0,106.9000,2.7090,-2.7090,0,895.10,5.70,-5.70,0,3776.90,9.50,-9.50,0,0.575800,0.005500,-0.005500,0,0.601000,0.008000,-0.008000,0,0.5140,0.0330,-0.0210,0,4.696000,0.011000,-0.011000,0
TOI-6303 b,Transit,9.48523600000,0.00001620000,-0.00001620000,0,0.0761000000,0.0010000000,-0.0010000000,0,11.59000000,0.61000000,-0.64000000,0,2493.00000000,99.00000000,-99.00000000,0,14.2800,1.5100,-1.5100,0,541.00,14.00,-14.00,0,3977.00,59.00,-59.00,0,0.609000,0.016000,-0.016000,0,0.644000,0.024000,-0.024000,0,0.4400,0.1600,-0.1600,0,4.670000,0.040000,-0.040000,0
TOI-5205 b,Transit,1.63075700000,0.00000100000,-0.00000100000,0,0.0199000000,0.0002000000,-0.0002000000,0,11.60000000,0.30000000,-0.30000000,0,343.00000000,18.00000000,-17.00000000,0,49.0000,4.0000,-4.0000,0,737.00,15.00,-15.00,0,3430.00,54.00,-54.00,0,0.394000,0.011000,-0.011000,0,0.392000,0.015000,-0.015000,0,0.0000,,,0,4.840000,0.030000,-0.030000,0
TOI-5261 b,Transit,4.15097680000,0.00000680000,-0.00000680000,0,0.0513400000,0.0008600000,-0.0009600000,0,11.60129502,0.47077719,-0.45956821,0,3651.84839643,136.66621501,-146.20106722,0,159.5920,,,0,1244.00,30.00,-25.00,0,5790.00,140.00,-120.00,0,1.021000,0.033000,-0.032000,0,1.037000,0.053000,-0.057000,0,0.2540,0.0760,-0.0770,0,4.436000,0.031000,-0.033000,0
HATS-14 b,Transit,2.76676410000,0.00000270000,-0.00000270000,0,0.0381500000,0.0003200000,-0.0003200000,0,11.64615100,0.35868800,-0.24659800,0,340.39593000,22.24810000,-22.24810000,0,505.8840,,,0,1276.00,20.00,-20.00,0,5346.00,60.00,-60.00,0,0.933000,0.023000,-0.015000,0,0.967000,0.024000,-0.024000,0,0.3300,0.0600,-0.0600,0,4.484000,0.020000,-0.020000,0
K2-30 b,Transit,4.09850300000,0.00001100000,-0.00001100000,0,0.0483900000,0.0007600000,-0.0007600000,0,11.64615100,0.56045000,-0.57165900,0,184.02357000,8.89924000,-8.58141000,0,299.0000,227.0000,-227.0000,0,1092.00,19.00,-20.00,0,5425.00,40.00,-40.00,0,0.844000,0.032000,-0.032000,0,0.900000,0.043000,-0.042000,0,-0.1500,0.0500,-0.0500,0,4.540000,0.029000,-0.027000,0
Kepler-490 b,Transit,3.26869515400,0.00000023000,-0.00000023000,0,0.0453000000,,,0,11.65000000,3.29000000,-1.38000000,0,,,,,1059.5220,102.3720,-91.3160,0,1597.00,,,0,6045.00,142.42,-126.76,0,1.120000,0.316000,-0.133000,0,1.080000,0.105000,-0.075000,0,-0.0200,0.1320,-0.1770,0,4.370000,0.090000,-0.185000,0
WASP-83 b,Transit,4.97125200000,0.00001500000,-0.00001500000,0,0.0590000000,0.0010000000,-0.0010000000,0,11.65736000,0.89672000,-0.56045000,0,95.34900000,9.53490000,-9.53490000,0,238.8750,,,0,1120.00,30.00,-30.00,0,5510.00,110.00,-110.00,0,1.050000,0.060000,-0.040000,0,1.110000,0.090000,-0.090000,0,0.2900,0.1200,-0.1200,0,4.440000,0.020000,-0.040000,0
WASP-89 b,Transit,3.35642270000,0.00000250000,-0.00000250000,0,0.0427000000,0.0012000000,-0.0012000000,0,11.65736000,0.44836000,-0.44836000,0,1875.19700000,127.13200000,-127.13200000,0,278.8533,,,0,1120.00,20.00,-20.00,0,5130.00,90.00,-90.00,0,0.880000,0.030000,-0.030000,0,0.920000,0.080000,-0.080000,0,0.1500,0.1400,-0.1400,0,4.515000,0.018000,-0.018000,0
TOI-3877 b,Transit,4.12359600000,0.00000670000,-0.00000670000,0,0.0529000000,0.0010000000,-0.0014000000,0,11.67975789,0.49319515,-0.48198617,0,99.79811980,21.93016008,-21.29450327,0,729.0000,40.0000,-33.0000,0,1445.00,19.00,-17.00,0,5731.00,82.00,-81.00,0,1.445000,0.043000,-0.042000,0,1.160000,0.066000,-0.089000,0,0.2690,0.0670,-0.0690,0,4.181000,0.037000,-0.042000,0
TOI-4603 b,Transit,7.24599000000,0.00022000000,-0.00021000000,0,0.0888000000,0.0010000000,-0.0010000000,0,11.67975789,0.42594127,-0.39231432,0,4096.80816623,184.34047606,-181.16219199,0,1192.0000,71.0000,-68.0000,0,1677.00,24.00,-24.00,0,6264.00,95.00,-94.00,0,2.738000,0.048000,-0.050000,0,1.765000,0.061000,-0.061000,0,0.3420,0.0390,-0.0400,0,3.810000,0.021000,-0.020000,0
TOI-2379 b,Transit,5.46938270000,0.00000230000,-0.00000230000,0,0.0526300000,0.0009100000,-0.0009100000,0,11.72459381,0.25780656,-0.25780656,0,1830.69162432,63.56568140,-63.56568140,0,25.3000,1.6000,-1.6000,0,624.00,12.00,-12.00,0,3707.00,58.00,-58.00,0,0.622000,0.011000,-0.011000,0,0.645000,0.033000,-0.033000,0,0.5010,0.0850,-0.0850,0,4.653000,0.011000,-0.011000,0
NGTS-12 b,Transit,7.53280600000,0.00004800000,-0.00004800000,0,0.0757000000,0.0014000000,-0.0014000000,0,11.74703200,0.35868800,-0.35868800,0,66.10864000,6.99226000,-6.99226000,0,416.0000,46.0000,-46.0000,0,1257.00,34.00,-34.00,0,5690.00,130.00,-130.00,0,1.589000,0.040000,-0.040000,0,1.021000,0.056000,-0.049000,0,-0.0300,0.1100,-0.1100,0,4.045000,0.038000,-0.038000,0
WASP-57 b,Transit,2.83891856000,0.00000081000,-0.00000081000,0,0.0376900000,0.0009700000,-0.0009700000,0,11.76945000,0.59407700,-0.59407700,0,204.68252000,19.70546000,-19.70546000,0,702.3850,,,0,1338.00,29.00,-29.00,0,5600.00,100.00,-100.00,0,0.927000,0.033000,-0.033000,0,0.886000,0.067000,-0.067000,0,-0.2500,0.1000,-0.1000,0,4.452000,0.025000,-0.025000,0
CoRoT-23 b,Transit,3.63130000000,0.00010000000,-0.00010000000,0,0.0480000000,0.0040000000,-0.0040000000,0,11.77000000,1.46000000,-1.46000000,0,889.90000000,95.30000000,-95.30000000,0,,,,,1660.00,,,0,5900.00,100.00,-100.00,0,1.610000,0.180000,-0.180000,0,1.140000,0.080000,-0.080000,0,0.0500,0.1000,-0.1000,0,4.300000,0.200000,-0.200000,0
Kepler-75 b,Transit,8.88491160000,0.00000340000,-0.00000340000,0,0.0818000000,0.0012000000,-0.0012000000,0,11.77000000,0.34000000,-0.34000000,0,3209.90000000,127.10000000,-127.10000000,0,106.4840,5.6840,-5.3350,0,767.00,16.00,-16.00,0,5200.00,100.00,-100.00,0,0.890000,0.020000,-0.020000,0,0.910000,0.040000,-0.040000,0,0.3000,0.1200,-0.1200,0,4.500000,0.020000,-0.020000,0
EPIC 246851721 b,Transit,6.18023500000,0.00001400000,-0.00001400000,0,0.0722900000,0.0007400000,-0.0007500000,0,11.78065900,0.49319600,-0.49319600,0,953.49000000,349.61300000,-381.39600000,0,642.0000,30.0000,-29.0000,0,1401.00,16.00,-16.00,0,6202.00,52.00,-50.00,0,1.586000,0.034000,-0.033000,0,1.317000,0.041000,-0.040000,0,0.1410,0.0820,-0.0850,0,4.157000,0.016000,-0.016000,0
HATS-62 b,Transit,3.27688370000,0.00000330000,-0.00000330000,0,0.0416300000,0.0002400000,-0.0001600000,0,11.82549500,0.28022500,-0.28022500,0,56.89157000,,,0,387.4000,17.3000,-12.3000,0,1237.00,12.00,-12.00,0,5416.00,19.00,-13.00,0,0.933000,0.019000,-0.013000,0,0.896000,0.015000,-0.010000,0,0.1330,0.0230,-0.0230,0,4.451000,0.019000,-0.019000,0
TOI-4551 b,Transit,9.95581000000,0.00007600000,-0.00007800000,0,0.0994000000,0.0030000000,-0.0032000000,0,11.85910158,1.23298788,-0.69495680,0,473.56432643,41.31769291,-41.31769291,0,1247.7400,,,0,1655.00,,,0,4896.00,110.00,-110.00,0,3.550000,0.180000,-0.150000,0,1.310000,0.070000,-0.180000,0,0.2300,0.0600,-0.0600,0,3.480000,0.100000,-0.100000,0
K2-31 b,Transit,1.25785000000,0.00000200000,-0.00000200000,0,0.0220000000,0.0018000000,-0.0018000000,0,11.88154000,3.92315000,-3.92315000,0,563.83042000,25.10857000,-25.10857000,0,1272.0000,121.0000,-121.0000,0,1688.00,47.00,-47.00,0,5280.00,70.00,-70.00,0,0.780000,0.070000,-0.070000,0,0.910000,0.060000,-0.060000,0,0.0800,0.0500,-0.0500,0,4.600000,0.070000,-0.070000,0
TOI-628 b,Transit,3.40956750000,0.00000700000,-0.00000690000,0,0.0486000000,0.0008000000,-0.0009400000,0,11.88154000,0.45956900,-0.38110600,0,2011.86390000,92.17070000,-98.52730000,0,1052.9000,,,0,1586.00,52.00,-40.00,0,6250.00,220.00,-190.00,0,1.345000,0.046000,-0.040000,0,1.311000,0.066000,-0.075000,0,0.2580,0.0780,-0.0800,0,4.300000,0.026000,-0.036000,0
TOI-1420 b,Transit,6.95610630000,0.00000170000,-0.00000170000,0,0.0710000000,0.0012000000,-0.0012000000,0,11.89000000,0.33000000,-0.33000000,0,25.10000000,3.80000000,-3.80000000,0,139.0000,10.0000,-10.0000,0,957.00,17.00,-17.00,0,5510.00,110.00,-110.00,0,0.923000,0.024000,-0.024000,0,0.987000,0.048000,-0.048000,0,0.2800,0.0740,-0.0740,0,4.502000,0.029000,-0.029000,0
TOI-2025 b,Transit,8.87209820000,0.00000770000,-0.00000770000,0,0.0892000000,0.0018000000,-0.0023000000,0,11.89272852,0.36989636,-0.34747840,0,1144.18226520,104.88337431,-104.88337431,0,343.7178,,,0,1166.00,18.00,-16.00,0,5977.00,79.00,-78.00,0,1.459000,0.043000,-0.042000,0,1.199000,0.074000,-0.092000,0,0.1500,0.1100,-0.1000,0,4.187000,0.037000,-0.040000,0
TOI-5293 A b,Transit,2.93028900000,0.00000400000,-0.00000400000,0,0.0340000000,0.0040000000,-0.0030000000,0,11.90000000,0.40000000,-0.40000000,0,170.40000000,21.80000000,-21.90000000,0,34.6000,8.6000,-6.2000,0,675.00,42.00,-30.00,0,3586.00,88.00,-88.00,0,0.520000,0.020000,-0.010000,0,0.540000,0.020000,-0.020000,0,-0.0300,0.1200,-0.1200,0,4.770000,0.050000,-0.050000,0
Qatar-6 b,Transit,3.50619500000,0.00001800000,-0.00001800000,0,0.0423000000,0.0004000000,-0.0004000000,0,11.90395800,0.79583900,-0.79583900,0,212.31044000,20.97678000,-20.97678000,0,174.9015,,,0,1006.00,18.00,-18.00,0,5052.00,66.00,-66.00,0,0.722000,0.020000,-0.020000,0,0.822000,0.021000,-0.021000,0,-0.0250,0.0930,-0.0930,0,4.636000,0.014000,-0.014000,0
TOI-6034 b,Transit,2.57618400000,0.00000200000,-0.00000200000,0,0.0294900000,0.0004300000,-0.0004400000,0,11.92000000,0.48000000,-0.48000000,0,254.00000000,24.00000000,-24.00000000,0,43.0000,5.0000,-5.0000,0,714.00,21.00,-21.00,0,3635.00,88.00,-88.00,0,0.489000,0.015000,-0.014000,0,0.514000,0.025000,-0.022000,0,-0.0900,0.1200,-0.1200,0,4.770000,0.050000,-0.050000,0
TOI-6420 b,Transit,6.96150800000,0.00001200000,-0.00001200000,0,0.0753000000,0.0014000000,-0.0017000000,0,11.93756445,0.72858375,-0.66132986,0,2606.19293740,114.41822652,-127.13136280,0,106.6190,,,0,1213.00,20.00,-21.00,0,6020.00,140.00,-150.00,0,1.312000,0.051000,-0.048000,0,1.165000,0.069000,-0.078000,0,0.2400,0.0740,-0.0770,0,4.268000,0.044000,-0.048000,0
HATS-44 b,Transit,2.74390040000,0.00000320000,-0.00000320000,0,0.0364900000,0.0003000000,-0.0003000000,0,11.96000300,1.40112500,-0.79583900,0,177.98480000,34.96130000,-34.96130000,0,306.4170,,,0,1161.00,34.00,-34.00,0,5080.00,100.00,-100.00,0,0.847000,0.036000,-0.036000,0,0.860000,0.021000,-0.021000,0,0.3200,0.0710,-0.0710,0,4.514000,0.036000,-0.036000,0
Kepler-548 b,Transit,4.45419433800,0.00000038300,-0.00000038300,0,0.0495000000,,,0,11.99000000,2.19000000,-1.10000000,0,,,,,237.0350,11.0670,-10.5350,0,1017.00,,,0,5535.00,265.27,-230.38,0,0.900000,0.164000,-0.082000,0,0.930000,0.088000,-0.067000,0,0.0000,0.1350,-0.1690,0,4.500000,0.062000,-0.127000,0
WASP-21 b,Transit,4.32248200000,0.00001900000,-0.00002400000,0,0.0520000000,0.0004100000,-0.0004400000,0,11.99000000,0.56000000,-0.56000000,0,95.34500000,3.49600000,-3.49600000,0,705.0438,,,0,1333.00,28.00,-28.00,0,5800.00,100.00,-100.00,0,1.060000,0.040000,-0.040000,0,1.010000,0.030000,-0.030000,0,-0.2200,0.0400,-0.0400,0,4.277000,0.026000,-0.026000,0
NGTS-9 b,Transit,4.43527000000,0.00002000000,-0.00002000000,0,0.0580000000,0.0030000000,-0.0020000000,0,11.99363000,0.67254000,-0.67254000,0,921.70700000,54.03110000,-54.03110000,0,729.0000,80.0000,-80.0000,0,1448.00,36.00,-36.00,0,6330.00,130.00,-130.00,0,1.380000,0.040000,-0.040000,0,1.340000,0.050000,-0.050000,0,0.3100,0.1500,-0.1500,0,4.370000,0.200000,-0.200000,0
WASP-150 b,Transit,5.64420700000,0.00000300000,-0.00000400000,0,0.0694000000,0.0011000000,-0.0008000000,0,11.99363000,0.26901600,-0.28022500,0,2688.84180000,88.99240000,-63.56600000,0,854.7074,,,0,1460.00,11.00,-11.00,0,6218.00,49.00,-45.00,0,1.651000,0.024000,-0.030000,0,1.394000,0.070000,-0.049000,0,0.1560,0.1000,-0.0890,0,4.147000,0.027000,-0.020000,0
WASP-158 b,Transit,3.65633300000,0.00000400000,-0.00000400000,0,0.0517000000,0.0018000000,-0.0018000000,0,11.99363000,1.68135000,-1.68135000,0,886.74570000,73.10090000,-73.10090000,0,903.0130,,,0,1590.00,80.00,-80.00,0,6350.00,150.00,-150.00,0,1.390000,0.180000,-0.180000,0,1.380000,0.140000,-0.140000,0,0.2400,0.1000,-0.1000,0,4.300000,0.050000,-0.110000,0
TOI-3757 b,Transit,3.43875300000,0.00000400000,-0.00000400000,0,0.0384500000,0.0004300000,-0.0004300000,0,12.00000000,0.40000000,-0.50000000,0,85.30000000,8.80000000,-8.70000000,0,55.4000,3.8000,-3.8000,0,759.00,13.00,-13.00,0,3913.00,56.00,-56.00,0,0.620000,0.010000,-0.010000,0,0.640000,0.020000,-0.020000,0,0.0000,0.2000,-0.2000,0,4.680000,0.040000,-0.040000,0
HAT-P-68 b,Transit,2.29840551000,0.00000052000,-0.00000052000,0,0.0299600000,0.0004300000,-0.0001200000,0,12.01604800,0.13450800,-0.13450800,0,230.10892000,13.66669000,-13.66669000,0,184.8000,5.9000,-5.9000,0,1027.80,8.20,-8.20,0,4508.00,43.00,-43.00,0,0.670100,0.004100,-0.003200,0,0.678500,0.029900,-0.007900,0,-0.0590,0.0360,-0.0360,0,4.615000,0.013000,-0.013000,0
HAT-P-62 b,Transit,2.64532350000,0.00000390000,-0.00000390000,0,0.0377200000,0.0002400000,-0.0002400000,0,12.02723629,0.32506044,-0.32506044,0,241.86741773,27.96889982,-27.96889982,0,867.2000,30.0000,-30.0000,0,1512.00,13.00,-13.00,0,5629.00,48.00,-48.00,0,1.170000,0.016000,-0.016000,0,1.023000,0.020000,-0.020000,0,0.4140,0.0900,-0.0900,0,4.312000,0.015000,-0.015000,0
WASP-53 b,Transit,3.30984430000,0.00000200000,-0.00000200000,0,0.0410100000,0.0008300000,-0.0009100000,0,12.03846600,0.41473300,-0.41473300,0,677.61356000,29.24036000,-29.87602000,0,241.6656,,,0,1053.00,16.00,-16.00,0,4953.00,60.00,-60.00,0,0.798000,0.023000,-0.023000,0,0.839000,0.054000,-0.054000,0,0.2200,0.1100,-0.1100,0,4.553000,0.019000,-0.020000,0
TOI-2587 A b,Transit,5.45664000000,0.00001100000,-0.00001100000,0,0.0635000000,0.0025000000,-0.0013000000,0,12.07207221,0.47077719,-0.44835923,0,69.28659273,17.16273398,-14.62010672,0,728.0000,48.0000,-51.0000,0,1445.00,23.00,-26.00,0,5760.00,80.00,-79.00,0,1.726000,0.049000,-0.047000,0,1.150000,0.140000,-0.070000,0,0.1300,0.0900,-0.1000,0,4.024000,0.057000,-0.039000,0
HATS-76 b,Transit,1.94164230000,0.00000140000,-0.00000140000,0,0.0265800000,0.0002100000,-0.0002900000,0,12.09449018,0.34747840,-0.34747840,0,835.57088200,28.28672822,-28.28672822,0,129.8000,3.5850,-3.5850,0,939.80,6.70,-6.70,0,4016.00,17.00,-17.00,0,0.625900,0.007900,-0.007900,0,0.662000,0.016000,-0.021000,0,0.3220,0.0650,-0.0490,0,4.665000,0.016000,-0.016000,0
WASP-106 b,Transit,9.28969000000,0.00001000000,-0.00001000000,0,0.0901000000,0.0026000000,-0.0027000000,0,12.10569916,0.17934369,-0.19055267,0,613.40882551,47.67426105,-47.67426105,0,327.8307,,,0,1140.00,29.00,-29.00,0,6002.00,164.00,-164.00,0,1.470000,0.016000,-0.017000,0,1.175000,0.082000,-0.074000,0,-0.0200,0.1000,-0.1000,0,4.490000,0.160000,-0.160000,0
WASP-10 b,Transit,3.09276160000,0.00001120000,-0.00001120000,0,0.0378100000,0.0006700000,-0.0004700000,0,12.10600000,0.22400000,-0.22400000,0,1001.12000000,41.32000000,-34.96000000,0,174.0323,,,0,1370.00,50.00,-50.00,0,4675.00,100.00,-100.00,0,0.698000,0.012000,-0.012000,0,0.750000,0.040000,-0.028000,0,0.0300,0.2000,-0.2000,0,4.627000,0.010100,-0.009300,0
CoRoT-25 b,Transit,4.86069000000,0.00006000000,-0.00006000000,0,0.0578000000,0.0020000000,-0.0009000000,0,12.11000000,3.40000000,-1.12000000,0,85.81000000,12.71000000,-12.71000000,0,,,,,1330.00,80.00,-40.00,0,6040.00,90.00,-90.00,0,1.190000,0.140000,-0.030000,0,1.090000,0.110000,-0.050000,0,-0.0100,0.1300,-0.1300,0,4.310000,0.050000,-0.080000,0
Kepler-428 b,Transit,3.52563254000,0.00000015000,-0.00000015000,0,0.0433000000,0.0009000000,-0.0009000000,0,12.11000000,0.34000000,-0.34000000,0,403.63000000,60.39000000,-60.39000000,0,195.0880,10.8530,-10.2120,0,1070.00,25.00,-25.00,0,5150.00,100.00,-100.00,0,0.800000,0.020000,-0.020000,0,0.870000,0.050000,-0.050000,0,0.0900,0.1700,-0.1700,0,4.571000,0.011000,-0.011000,0
WASP-2 b,Transit,2.15217500000,0.00001200000,-0.00001100000,0,0.0314400000,0.0008800000,-0.0008700000,0,12.11692900,0.45956900,-0.44836000,0,295.89973000,19.06980000,-18.43414000,0,492.0000,80.0000,-71.0000,0,1311.00,52.00,-50.00,0,5180.00,190.00,-190.00,0,0.866000,0.031000,-0.030000,0,0.895000,0.077000,-0.072000,0,0.1200,0.2100,-0.1900,0,4.514000,0.018000,-0.018000,0
K2-113 b,Transit,5.81768500000,0.00004100000,-0.00004100000,0,0.0642000000,0.0009000000,-0.0009000000,0,12.14000000,0.35000000,-0.35000000,0,410.00070000,41.31790000,-44.49620000,0,277.3900,,,0,1098.00,23.00,-23.00,0,5660.00,87.00,-87.00,0,1.240000,0.030000,-0.030000,0,1.040000,0.040000,-0.040000,0,0.2700,0.0600,-0.0600,0,4.270000,0.030000,-0.030000,0
